"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","START PAGES","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","OUTDEGREE","NEIGHBOORS COUNT","TOTAL KNOWN PAGES","CRAWLED PAGES","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","Crawl Source (TAGS)","forme éditoriale (TAGS)","acteur (TAGS)","mergedWebEntities (TECHNICAL INFO)","recrawlNeeded (TECHNICAL INFO)","createdBy (TECHNICAL INFO)"
"252","Dynamique-Frontdegauche.fr","IN","http://dynamique-frontdegauche.fr http://www.dynamique-frontdegauche.fr https://dynamique-frontdegauche.fr https://www.dynamique-frontdegauche.fr","s:https|h:fr|h:dynamique-frontdegauche| s:https|h:fr|h:dynamique-frontdegauche|h:www| s:http|h:fr|h:dynamique-frontdegauche| s:http|h:fr|h:dynamique-frontdegauche|h:www|","http://reseau.dynamique-frontdegauche.fr","http://dynamique-frontdegauche.fr http://reseau.dynamique-frontdegauche.fr http://www.dynamique-frontdegauche.fr https://dynamique-frontdegauche.fr https://www.dynamique-frontdegauche.fr","true","FINISHED","FINISHED","4","64","67","1733","67","1649248298594","2022-04-06T12:31:38.594Z","1649328133770","2022-04-07T10:42:13.770Z","archivesinternet.bnf.fr","site","militant","","",""
"291","andrechassaigne.Over-Blog.com","IN","http://andrechassaigne.over-blog.com http://www.andrechassaigne.over-blog.com https://andrechassaigne.over-blog.com https://www.andrechassaigne.over-blog.com","s:https|h:com|h:over-blog|h:andrechassaigne| s:https|h:com|h:over-blog|h:andrechassaigne|h:www| s:http|h:com|h:over-blog|h:andrechassaigne| s:http|h:com|h:over-blog|h:andrechassaigne|h:www|","http://andrechassaigne.over-blog.com","http://andrechassaigne.over-blog.com http://andrechassaigne.over-blog.com/article-lettre-ouverte-aux-communistes-64518407.html http://www.andrechassaigne.over-blog.com https://andrechassaigne.over-blog.com https://www.andrechassaigne.over-blog.com","true","FINISHED","FINISHED","3","25","28","214","30","1649248431799","2022-04-06T12:33:51.799Z","1649328106429","2022-04-07T10:41:46.429Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"339","Lutopick.fr","IN","http://lutopick.fr http://www.lutopick.fr https://lutopick.fr https://www.lutopick.fr","s:https|h:fr|h:lutopick| s:https|h:fr|h:lutopick|h:www| s:http|h:fr|h:lutopick| s:http|h:fr|h:lutopick|h:www|","http://www.lutopick.fr/blog","http://lutopick.fr http://www.lutopick.fr http://www.lutopick.fr/blog/ https://lutopick.fr https://www.lutopick.fr","true","FINISHED","FINISHED","4","133","133","797","39","1649248526189","2022-04-06T12:35:26.189Z","1649335456225","2022-04-07T12:44:16.225Z","archivesinternet.bnf.fr","blog","militant","","",""
"676","longerinas.Typepad.fr","IN","http://longerinas.typepad.fr http://www.longerinas.typepad.fr https://longerinas.typepad.fr https://www.longerinas.typepad.fr","s:https|h:fr|h:typepad|h:longerinas| s:https|h:fr|h:typepad|h:longerinas|h:www| s:http|h:fr|h:typepad|h:longerinas| s:http|h:fr|h:typepad|h:longerinas|h:www|","http://longerinas.typepad.fr/about.html","http://longerinas.typepad.fr http://longerinas.typepad.fr/weblog/ http://www.longerinas.typepad.fr https://longerinas.typepad.fr https://www.longerinas.typepad.fr","true","FINISHED","FINISHED","5","229","230","2821","876","1649249598739","2022-04-06T12:53:18.739Z","1649320475907","2022-04-07T08:34:35.907Z","Live Web + archivesinternet.bnf.fr","blog","militant","","",""
"713","lecridupeuple.Wordpress.com","IN","http://lecridupeuple.wordpress.com http://www.lecridupeuple.wordpress.com https://lecridupeuple.wordpress.com https://www.lecridupeuple.wordpress.com","s:https|h:com|h:wordpress|h:lecridupeuple| s:https|h:com|h:wordpress|h:lecridupeuple|h:www| s:http|h:com|h:wordpress|h:lecridupeuple| s:http|h:com|h:wordpress|h:lecridupeuple|h:www|","http://lecridupeuple.wordpress.com","http://lecridupeuple.wordpress.com http://www.lecridupeuple.wordpress.com https://lecridupeuple.wordpress.com https://www.lecridupeuple.wordpress.com","true","FINISHED","FINISHED","10","1","11","25","2","1649249801926","2022-04-06T12:56:41.926Z","1649328059074","2022-04-07T10:40:59.074Z","archivesinternet.bnf.fr","blog","militant","","",""
"729","Marc-Dolez.net","IN","http://marc-dolez.net http://www.marc-dolez.net https://marc-dolez.net https://www.marc-dolez.net","s:https|h:net|h:marc-dolez| s:https|h:net|h:marc-dolez|h:www| s:http|h:net|h:marc-dolez| s:http|h:net|h:marc-dolez|h:www|","http://www.marc-dolez.net","http://marc-dolez.net http://www.marc-dolez.net http://www.marc-dolez.net/article-le-mouvement-social-appelle-une-perspective-politique-59124775.html http://www.marc-dolez.net/article-non-a-une-nouvelle-fuite-en-avant-liberale-73047120.html http://www.marc-dolez.net/article-pour-une-veritable-politique-du-handicap-67495926.html https://marc-dolez.net https://www.marc-dolez.net","true","FINISHED","FINISHED","4","7","11","54","42","1649250075874","2022-04-06T13:01:15.874Z","1649341334787","2022-04-07T14:22:14.787Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"751","Jackyhenin.fr","IN","http://jackyhenin.fr http://www.jackyhenin.fr https://jackyhenin.fr https://www.jackyhenin.fr","s:https|h:fr|h:jackyhenin| s:https|h:fr|h:jackyhenin|h:www| s:http|h:fr|h:jackyhenin| s:http|h:fr|h:jackyhenin|h:www|","http://jackyhenin.fr","http://jackyhenin.fr http://www.jackyhenin.fr https://jackyhenin.fr https://www.jackyhenin.fr","true","FINISHED","FINISHED","4","3","7","167","14","1649250208555","2022-04-06T13:03:28.555Z","1649335156316","2022-04-07T12:39:16.316Z","archivesinternet.bnf.fr","site","professionnel de la politique","","",""
"777","Clementineautain.fr","IN","http://clementineautain.fr http://www.clementineautain.fr https://clementineautain.fr https://www.clementineautain.fr","s:https|h:fr|h:clementineautain| s:https|h:fr|h:clementineautain|h:www| s:http|h:fr|h:clementineautain| s:http|h:fr|h:clementineautain|h:www|","http://clementineautain.fr","http://clementineautain.fr http://www.clementineautain.fr https://clementineautain.fr https://www.clementineautain.fr","true","FINISHED","FINISHED","14","170","179","902","110","1649250241233","2022-04-06T13:04:01.233Z","1649339019234","2022-04-07T13:43:39.234Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"883","Yetiblog.org","IN","http://www.yetiblog.org http://yetiblog.org https://www.yetiblog.org https://yetiblog.org","s:https|h:org|h:yetiblog| s:https|h:org|h:yetiblog|h:www| s:http|h:org|h:yetiblog| s:http|h:org|h:yetiblog|h:www|","http://yetiblog.org","http://www.yetiblog.org http://yetiblog.org http://yetiblog.org/index.php http://yetiblog.org/index.php?post%2Fterroristes-nes-quelque-part http://yetiblog.org/index.php?post%2Fue-facteur-de-crise https://www.yetiblog.org https://yetiblog.org","true","FINISHED","FINISHED","5","159","160","1035","72","1649250562704","2022-04-06T13:09:22.704Z","1649336976284","2022-04-07T13:09:36.284Z","archivesinternet.bnf.fr","blog","militant","","",""
"885","Lariposte.com","IN","http://lariposte.com http://www.lariposte.com https://lariposte.com https://www.lariposte.com","s:https|h:com|h:lariposte| s:https|h:com|h:lariposte|h:www| s:http|h:com|h:lariposte| s:http|h:com|h:lariposte|h:www|","http://www.lariposte.com","http://lariposte.com http://www.lariposte.com http://www.lariposte.com/critique-du-programme-populaire-et%2C1673.html http://www.lariposte.com/la-tva-antisociale%2C1757.html http://www.lariposte.com/les-elections-legislatives-et-le%2C1799.html http://www.lariposte.com/lyon-solidarite-avec-les-eboueurs%2C1760.html https://lariposte.com https://www.lariposte.com","true","FINISHED","FINISHED","5","51","56","3093","301","1649250562704","2022-04-06T13:09:22.704Z","1649332895724","2022-04-07T12:01:35.724Z","archivesinternet.bnf.fr","site","association","","",""
"924","European-Left.org","IN","http://european-left.org http://www.european-left.org https://european-left.org https://www.european-left.org","s:https|h:org|h:european-left| s:https|h:org|h:european-left|h:www| s:http|h:org|h:european-left| s:http|h:org|h:european-left|h:www|","http://fr.european-left.org","http://european-left.org http://fr.european-left.org http://www.european-left.org https://european-left.org https://www.european-left.org","true","FINISHED","FINISHED","7","10","17","154","70","1649250793608","2022-04-06T13:13:13.608Z","1649328310621","2022-04-07T10:45:10.621Z","archivesinternet.bnf.fr","site","formation politique","","",""
"957","Lhumaindabord2012.fr","IN","http://lhumaindabord2012.fr http://www.lhumaindabord2012.fr https://lhumaindabord2012.fr https://www.lhumaindabord2012.fr","s:https|h:fr|h:lhumaindabord2012| s:https|h:fr|h:lhumaindabord2012|h:www| s:http|h:fr|h:lhumaindabord2012| s:http|h:fr|h:lhumaindabord2012|h:www|","http://www.lhumaindabord2012.fr","http://lhumaindabord2012.fr http://www.lhumaindabord2012.fr http://www.lhumaindabord2012.fr/index.php?option=com_content&view=article&id=69%3Aedito http://www.lhumaindabord2012.fr/index.php?option=com_content&view=article&id=76%3A12janvier http://www.lhumaindabord2012.fr/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=2 https://lhumaindabord2012.fr https://www.lhumaindabord2012.fr","true","FINISHED","FINISHED","5","9","11","128","28","1649250956769","2022-04-06T13:15:56.769Z","1649328834357","2022-04-07T10:53:54.357Z","archivesinternet.bnf.fr","site","formation politique","","",""
"982","Lagaucheparlexemple.fr","IN","http://lagaucheparlexemple.fr http://www.lagaucheparlexemple.fr https://lagaucheparlexemple.fr https://www.lagaucheparlexemple.fr","s:https|h:fr|h:lagaucheparlexemple| s:https|h:fr|h:lagaucheparlexemple|h:www| s:http|h:fr|h:lagaucheparlexemple| s:http|h:fr|h:lagaucheparlexemple|h:www|","http://www.lagaucheparlexemple.fr","http://lagaucheparlexemple.fr http://lagaucheparlexemple.fr/index.php?option=com_content&view=article&id=90&Itemid=137 http://www.lagaucheparlexemple.fr https://lagaucheparlexemple.fr https://www.lagaucheparlexemple.fr","true","FINISHED","FINISHED","6","17","22","327","99","1649251011108","2022-04-06T13:16:51.108Z","1649328796887","2022-04-07T10:53:16.887Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"1074","Lepartidegauche45.com","IN","http://lepartidegauche45.com http://www.lepartidegauche45.com https://lepartidegauche45.com https://www.lepartidegauche45.com","s:https|h:com|h:lepartidegauche45| s:https|h:com|h:lepartidegauche45|h:www| s:http|h:com|h:lepartidegauche45| s:http|h:com|h:lepartidegauche45|h:www|","http://www.lepartidegauche45.com","http://lepartidegauche45.com http://www.lepartidegauche45.com http://www.lepartidegauche45.com/article-28875789.html https://lepartidegauche45.com https://www.lepartidegauche45.com","true","FINISHED","FINISHED","4","34","37","491","68","1649251310843","2022-04-06T13:21:50.843Z","1649328543874","2022-04-07T10:49:03.874Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1091","Frontdegauche-Alters.fr","IN","http://frontdegauche-alters.fr http://www.frontdegauche-alters.fr https://frontdegauche-alters.fr https://www.frontdegauche-alters.fr","s:https|h:fr|h:frontdegauche-alters| s:https|h:fr|h:frontdegauche-alters|h:www| s:http|h:fr|h:frontdegauche-alters| s:http|h:fr|h:frontdegauche-alters|h:www|","http://www.frontdegauche-alters.fr","http://frontdegauche-alters.fr http://www.frontdegauche-alters.fr https://frontdegauche-alters.fr https://www.frontdegauche-alters.fr","true","FINISHED","FINISHED","6","25","28","1099","97","1649251442375","2022-04-06T13:24:02.375Z","1649328142175","2022-04-07T10:42:22.175Z","archivesinternet.bnf.fr","blog","formation politique","","",""
"1092","Pascale-Le-Neouannic.fr","IN","http://pascale-le-neouannic.fr http://pascale-leneouannic.fr http://www.pascale-le-neouannic.fr http://www.pascale-leneouannic.fr https://pascale-le-neouannic.fr https://pascale-leneouannic.fr https://www.pascale-le-neouannic.fr","s:https|h:fr|h:pascale-le-neouannic| s:https|h:fr|h:pascale-le-neouannic|h:www| s:https|h:fr|h:pascale-leneouannic| s:http|h:fr|h:pascale-le-neouannic| s:http|h:fr|h:pascale-le-neouannic|h:www| s:http|h:fr|h:pascale-leneouannic| s:http|h:fr|h:pascale-leneouannic|h:www|","http://www.pascale-le-neouannic.fr","http://pascale-le-neouannic.fr http://pascale-leneouannic.fr http://www.pascale-le-neouannic.fr http://www.pascale-le-neouannic.fr/contactez-moi/ http://www.pascale-le-neouannic.fr/feed/ http://www.pascale-le-neouannic.fr/le-programme-%C2%ABlhumain-dabord%C2%BB/ http://www.pascale-le-neouannic.fr/les-candidats/ http://www.pascale-le-neouannic.fr/presentation/ http://www.pascale-leneouannic.fr http://www.pascale-leneouannic.fr https://pascale-le-neouannic.fr https://pascale-leneouannic.fr https://www.pascale-le-neouannic.fr https://www.pascale-leneouannic.fr","true","FINISHED","FINISHED","11","33","36","105","26","1649251442375","2022-04-06T13:24:02.375Z","1649341174205","2022-04-07T14:19:34.205Z","archivesinternet.bnf.fr","blog","professionnel de la politique","2311: Pascale-Leneouannic.fr (IN)","true",""
"1093","Gauchemip.org","IN","http://gauchemip.org http://www.gauchemip.org https://gauchemip.org https://www.gauchemip.org","s:https|h:org|h:gauchemip| s:https|h:org|h:gauchemip|h:www| s:http|h:org|h:gauchemip| s:http|h:org|h:gauchemip|h:www|","http://www.gauchemip.org","http://gauchemip.org http://gauchemip.org/spip.php?article15815 http://www.gauchemip.org http://www.gauchemip.org/spip.php?article12663 http://www.gauchemip.org/spip.php?article13022 http://www.gauchemip.org/spip.php?article15220 http://www.gauchemip.org/spip.php?article2234","true","FINISHED","FINISHED","5","466","468","43528","795","1649251442375","2022-04-06T13:24:02.375Z","1649329039631","2022-04-07T10:57:19.631Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1306","57Lepartidegauche.fr","IN","http://57lepartidegauche.fr http://www.57lepartidegauche.fr https://57lepartidegauche.fr https://www.57lepartidegauche.fr","s:https|h:fr|h:57lepartidegauche| s:https|h:fr|h:57lepartidegauche|h:www| s:http|h:fr|h:57lepartidegauche| s:http|h:fr|h:57lepartidegauche|h:www|","http://www.57lepartidegauche.fr","http://57lepartidegauche.fr http://www.57lepartidegauche.fr https://57lepartidegauche.fr https://www.57lepartidegauche.fr","true","FINISHED","FINISHED","2","0","2","1","0","1649253720079","2022-04-06T14:02:00.079Z","1649335026752","2022-04-07T12:37:06.752Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1340","Christophe-Miqueu.fr","IN","http://christophe-miqueu.fr http://www.christophe-miqueu.fr https://christophe-miqueu.fr https://www.christophe-miqueu.fr","s:https|h:fr|h:christophe-miqueu| s:https|h:fr|h:christophe-miqueu|h:www| s:http|h:fr|h:christophe-miqueu| s:http|h:fr|h:christophe-miqueu|h:www|","http://www.christophe-miqueu.fr","http://christophe-miqueu.fr http://www.christophe-miqueu.fr https://christophe-miqueu.fr https://www.christophe-miqueu.fr","true","FINISHED","FINISHED","3","53","53","467","87","1649253877669","2022-04-06T14:04:37.669Z","1649335105671","2022-04-07T12:38:25.671Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"1347","Daniellesimonnet.fr","IN","http://daniellesimonnet.fr http://www.daniellesimonnet.fr https://daniellesimonnet.fr https://www.daniellesimonnet.fr","s:https|h:fr|h:daniellesimonnet| s:https|h:fr|h:daniellesimonnet|h:www| s:http|h:fr|h:daniellesimonnet| s:http|h:fr|h:daniellesimonnet|h:www|","http://www.daniellesimonnet.fr","http://daniellesimonnet.fr http://www.daniellesimonnet.fr https://daniellesimonnet.fr https://www.daniellesimonnet.fr","true","FINISHED","FINISHED","9","30","34","714","86","1649253915444","2022-04-06T14:05:15.444Z","1649341123322","2022-04-07T14:18:43.322Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"1388","legavroche.Wordpress.com","IN","http://legavroche.wordpress.com http://www.legavroche.wordpress.com https://legavroche.wordpress.com https://www.legavroche.wordpress.com","s:https|h:com|h:wordpress|h:legavroche| s:https|h:com|h:wordpress|h:legavroche|h:www| s:http|h:com|h:wordpress|h:legavroche| s:http|h:com|h:wordpress|h:legavroche|h:www|","http://legavroche.wordpress.com","http://legavroche.wordpress.com http://www.legavroche.wordpress.com https://legavroche.wordpress.com https://www.legavroche.wordpress.com","true","FINISHED","FINISHED","4","37","39","295","39","1649254107227","2022-04-06T14:08:27.227Z","1649337017145","2022-04-07T13:10:17.145Z","archivesinternet.bnf.fr","blog","formation politique","","",""
"1412","Patricklehyaric.net","IN","http://patricklehyaric.files.wordpress.com http://patricklehyaric.net http://patricklehyaricpe.wordpress.com http://www.patricklehyaric.files.wordpress.com http://www.patricklehyaric.net http://www.patricklehyaricpe.wordpress.com https://patricklehyaric.files.wordpress.com https://patricklehyaric.net https://patricklehyaricpe.wordpress.com https://www.patricklehyaric.files.wordpress.com https://www.patricklehyaric.net https://www.patricklehyaricpe.wordpress.com","s:https|h:com|h:wordpress|h:files|h:patricklehyaric| s:https|h:com|h:wordpress|h:files|h:patricklehyaric|h:www| s:https|h:com|h:wordpress|h:patricklehyaricpe| s:https|h:com|h:wordpress|h:patricklehyaricpe|h:www| s:https|h:net|h:patricklehyaric| s:https|h:net|h:patricklehyaric|h:www| s:http|h:com|h:wordpress|h:files|h:patricklehyaric| s:http|h:com|h:wordpress|h:files|h:patricklehyaric|h:www| s:http|h:com|h:wordpress|h:patricklehyaricpe| s:http|h:com|h:wordpress|h:patricklehyaricpe|h:www| s:http|h:net|h:patricklehyaric| s:http|h:net|h:patricklehyaric|h:www|","http://patricklehyaric.net","http://patricklehyaric.files.wordpress.com http://patricklehyaric.net http://patricklehyaricpe.wordpress.com http://patricklehyaricpe.wordpress.com http://www.patricklehyaric.files.wordpress.com http://www.patricklehyaric.net http://www.patricklehyaricpe.wordpress.com https://patricklehyaric.files.wordpress.com https://patricklehyaric.net https://patricklehyaricpe.wordpress.com https://www.patricklehyaric.files.wordpress.com https://www.patricklehyaric.net https://www.patricklehyaricpe.wordpress.com","true","FINISHED","FINISHED","12","61","70","1941","236","1649254164366","2022-04-06T14:09:24.366Z","1649341200457","2022-04-07T14:20:00.457Z","archivesinternet.bnf.fr","blog","professionnel de la politique","2692: patricklehyaric.files.Wordpress.com (IN)|749: patricklehyaricpe.Wordpress.com (IN)","true",""
"1587","Jeunes-Communistes.org","IN","http://jeunes-communistes.org http://www.jeunes-communistes.org https://jeunes-communistes.org https://www.jeunes-communistes.org","s:https|h:org|h:jeunes-communistes| s:https|h:org|h:jeunes-communistes|h:www| s:http|h:org|h:jeunes-communistes| s:http|h:org|h:jeunes-communistes|h:www|","http://www.jeunes-communistes.org","http://jeunes-communistes.org http://www.jeunes-communistes.org http://www.jeunes-communistes.org/-Avant-Garde- http://www.jeunes-communistes.org/Condamnation-scandaleuse-de-nos http://www.jeunes-communistes.org/Face-aux-propos-discriminatoires https://jeunes-communistes.org https://www.jeunes-communistes.org","true","FINISHED","FINISHED","6","7","13","265","52","1649255650366","2022-04-06T14:34:10.366Z","1649332905522","2022-04-07T12:01:45.522Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1602","Groupe-Crc.org","IN","http://groupe-crc.org http://www.groupe-crc.org https://groupe-crc.org https://www.groupe-crc.org","s:https|h:org|h:groupe-crc| s:https|h:org|h:groupe-crc|h:www| s:http|h:org|h:groupe-crc| s:http|h:org|h:groupe-crc|h:www|","http://www.groupe-crc.org","http://groupe-crc.org http://www.groupe-crc.org http://www.groupe-crc.org/Subvention-2011-de-la.html http://www.groupe-crc.org/Suppression-de-postes-dans-l.html http://www.groupe-crc.org/arret-de-la-commercialisation-du.html http://www.groupe-crc.org/avenir-des-Rased.html https://groupe-crc.org https://www.groupe-crc.org","true","FINISHED","FINISHED","5","6","10","4839","303","1649255725811","2022-04-06T14:35:25.811Z","1649328490466","2022-04-07T10:48:10.466Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1607","Frontdegauche-Pcfguac-Idf.org","IN","http://frontdegauche-pcfguac-idf.org http://www.frontdegauche-pcfguac-idf.org https://frontdegauche-pcfguac-idf.org https://www.frontdegauche-pcfguac-idf.org","s:https|h:org|h:frontdegauche-pcfguac-idf| s:https|h:org|h:frontdegauche-pcfguac-idf|h:www| s:http|h:org|h:frontdegauche-pcfguac-idf| s:http|h:org|h:frontdegauche-pcfguac-idf|h:www|","http://www.frontdegauche-pcfguac-idf.org","http://frontdegauche-pcfguac-idf.org http://www.frontdegauche-pcfguac-idf.org http://www.frontdegauche-pcfguac-idf.org/?p=1866 http://www.frontdegauche-pcfguac-idf.org/?page_id=2 https://frontdegauche-pcfguac-idf.org https://www.frontdegauche-pcfguac-idf.org","true","FINISHED","FINISHED","4","15","17","267","164","1649255754698","2022-04-06T14:35:54.698Z","1649328318239","2022-04-07T10:45:18.239Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1665","Audit-Citoyen.org","IN","http://audit-citoyen.org http://www.audit-citoyen.org https://audit-citoyen.org https://www.audit-citoyen.org","s:https|h:org|h:audit-citoyen| s:https|h:org|h:audit-citoyen|h:www| s:http|h:org|h:audit-citoyen| s:http|h:org|h:audit-citoyen|h:www|","http://www.audit-citoyen.org","http://audit-citoyen.org http://www.audit-citoyen.org http://www.audit-citoyen.org/?p=2697 http://www.audit-citoyen.org/?p=957. https://audit-citoyen.org https://www.audit-citoyen.org","true","FINISHED","FINISHED","9","70","77","146","71","1649256540134","2022-04-06T14:49:00.134Z","1649327916981","2022-04-07T10:38:36.981Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"1801","Pcf-Pg-Paris.org","IN","http://pcf-pg-paris.org http://www.pcf-pg-paris.org https://pcf-pg-paris.org https://www.pcf-pg-paris.org","s:https|h:org|h:pcf-pg-paris| s:https|h:org|h:pcf-pg-paris|h:www| s:http|h:org|h:pcf-pg-paris| s:http|h:org|h:pcf-pg-paris|h:www|","http://www.pcf-pg-paris.org","http://pcf-pg-paris.org http://www.pcf-pg-paris.org http://www.pcf-pg-paris.org/spip.php?article236 http://www.pcf-pg-paris.org/spip.php?article243 http://www.pcf-pg-paris.org/spip.php?article484 https://pcf-pg-paris.org https://www.pcf-pg-paris.org","true","FINISHED","FINISHED","4","19","20","342","325","1649315915724","2022-04-07T07:18:35.724Z","1649341232777","2022-04-07T14:20:32.777Z","archivesinternet.bnf.fr","site","formation politique","","",""
"1861","Cerisesenligne.fr","IN","http://cerisesenligne.fr http://www.cerisesenligne.fr https://cerisesenligne.fr https://www.cerisesenligne.fr","s:https|h:fr|h:cerisesenligne| s:https|h:fr|h:cerisesenligne|h:www| s:http|h:fr|h:cerisesenligne| s:http|h:fr|h:cerisesenligne|h:www|","http://www.cerisesenligne.fr","http://cerisesenligne.fr http://www.cerisesenligne.fr http://www.cerisesenligne.fr/archive/ https://cerisesenligne.fr https://www.cerisesenligne.fr","true","FINISHED","FINISHED","3","103","104","2221","229","1649315917304","2022-04-07T07:18:37.304Z","1649335072459","2022-04-07T12:37:52.459Z","archivesinternet.bnf.fr","site","militant","","",""
"2000","cassetoi-vlp.Over-Blog.com","IN","http://cassetoi-vlp.over-blog.com http://www.cassetoi-vlp.over-blog.com https://cassetoi-vlp.over-blog.com https://www.cassetoi-vlp.over-blog.com","s:https|h:com|h:over-blog|h:cassetoi-vlp| s:https|h:com|h:over-blog|h:cassetoi-vlp|h:www| s:http|h:com|h:over-blog|h:cassetoi-vlp| s:http|h:com|h:over-blog|h:cassetoi-vlp|h:www|","http://cassetoi-vlp.over-blog.com","http://cassetoi-vlp.over-blog.com http://cassetoi-vlp.over-blog.com/article-rafales-dans-la-treve-strasbourg-102118856.html http://www.cassetoi-vlp.over-blog.com https://cassetoi-vlp.over-blog.com https://www.cassetoi-vlp.over-blog.com","true","FINISHED","FINISHED","4","59","60","160","27","1649315920648","2022-04-07T07:18:40.648Z","1649335270621","2022-04-07T12:41:10.621Z","archivesinternet.bnf.fr","site","militant","","",""
"2005","Pierrelaurent.org","IN","http://pierrelaurent.org http://www.pierrelaurent.org https://pierrelaurent.org https://www.pierrelaurent.org","s:https|h:org|h:pierrelaurent| s:https|h:org|h:pierrelaurent|h:www| s:http|h:org|h:pierrelaurent| s:http|h:org|h:pierrelaurent|h:www|","http://www.pierrelaurent.org","http://pierrelaurent.org http://www.pierrelaurent.org http://www.pierrelaurent.org/?q=article%2Fle-mouvement-espagnol-est-un-formidable-espoir https://pierrelaurent.org https://www.pierrelaurent.org","true","FINISHED","FINISHED","10","437","446","3080","91","1649315920648","2022-04-07T07:18:40.648Z","1649341246266","2022-04-07T14:20:46.266Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"2034","Francoisasensi.com","IN","http://francoisasensi.com http://www.francoisasensi.com https://francoisasensi.com https://www.francoisasensi.com","s:https|h:com|h:francoisasensi| s:https|h:com|h:francoisasensi|h:www| s:http|h:com|h:francoisasensi| s:http|h:com|h:francoisasensi|h:www|","http://blog.francoisasensi.com","http://blog.francoisasensi.com http://francoisasensi.com http://www.francoisasensi.com https://francoisasensi.com https://www.francoisasensi.com","true","FINISHED","FINISHED","4","34","36","882","98","1649315921659","2022-04-07T07:18:41.659Z","1649336935937","2022-04-07T13:08:55.937Z","archivesinternet.bnf.fr","site","professionnel de la politique","","",""
"2306","Twitter.com /alexiscorbiere","IN","http://twitter.com/alexiscorbiere http://www.twitter.com/alexiscorbiere https://twitter.com/alexiscorbiere https://www.twitter.com/alexiscorbiere","s:https|h:com|h:twitter|h:www|p:alexiscorbiere| s:https|h:com|h:twitter|p:alexiscorbiere| s:http|h:com|h:twitter|h:www|p:alexiscorbiere| s:http|h:com|h:twitter|p:alexiscorbiere|","http://twitter.com/alexiscorbiere","http://twitter.com/alexiscorbiere http://www.twitter.com/alexiscorbiere https://twitter.com/alexiscorbiere https://www.twitter.com/alexiscorbiere","true","FINISHED","FINISHED","2","61","62","33","23","1649318782462","2022-04-07T08:06:22.462Z","1649328150260","2022-04-07T10:42:30.260Z","archivesinternet.bnf.fr","réseau social","professionnel de la politique","","",""
"2308","ianbrossat.Typepad.fr","IN","http://ianbrossat.typepad.fr http://www.ianbrossat.typepad.fr https://ianbrossat.typepad.fr https://www.ianbrossat.typepad.fr","s:https|h:fr|h:typepad|h:ianbrossat| s:https|h:fr|h:typepad|h:ianbrossat|h:www| s:http|h:fr|h:typepad|h:ianbrossat| s:http|h:fr|h:typepad|h:ianbrossat|h:www|","http://ianbrossat.typepad.fr","http://ianbrossat.typepad.fr http://www.ianbrossat.typepad.fr https://ianbrossat.typepad.fr https://www.ianbrossat.typepad.fr","true","FINISHED","FINISHED","4","32","36","260","35","1649318782462","2022-04-07T08:06:22.462Z","1649327776309","2022-04-07T10:36:16.309Z","archivesinternet.bnf.fr","blog","professionnel de la politique","","",""
"2549","Partageux.blogspot.com","IN","http://partageux.blogspot.com http://www.partageux.blogspot.com https://partageux.blogspot.com https://www.partageux.blogspot.com","s:https|h:blogspot.com|h:partageux| s:https|h:blogspot.com|h:partageux|h:www| s:http|h:blogspot.com|h:partageux| s:http|h:blogspot.com|h:partageux|h:www|","http://partageux.blogspot.com","http://partageux.blogspot.com http://www.partageux.blogspot.com https://partageux.blogspot.com https://www.partageux.blogspot.com","true","FINISHED","FINISHED","7","0","7","4","0","1649320721033","2022-04-07T08:38:41.033Z","1649328872172","2022-04-07T10:54:32.172Z","archivesinternet.bnf.fr","site","militant","","",""
