"URL de départ";"Fréquence";"Profondeur";"Typologie";"Type d'élections";"Niveau géographique";"Parti";"Candidat";"Autres mots clés";"Historique des URL"
"http://www.durbec.com";"Une seule fois";"non disponible";;"régionales";"PACA";"FN";;;
"http://www.e1789.com";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.eaj-pnb.com/fr/index.php";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Aquitaine";"Parti régionaux";;;
"http://www.eaj-pnb.com/fr/index.php";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Aquitaine";"Parti régionaux";;;
"http://www.ecobleue.com/hernu2004_home.asp";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"DVD";"Hernu Patrice";;
"http://www.ecolo.asso.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"Les Verts";;;
"http://www.ecolo.asso.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Les Verts";;;
"http://www.ecologistes59-62.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"MEI";;;
"http://www.ecologistes59-62.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"MEI";;;
"http://www.economica-research-institute.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.ecoparis.org";"Une seule fois";"non disponible";;"régionales";"Île-de-France";"Autre";;;
"http://www.eddgroup.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.e-d-e.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://www.e-d-e.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://www.e-d-e.org/Pfr/Rse/Lfr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Sud-Est (Corse, Provence-Alpes-Côte-d'Azur, Rhône-Alpes)";"Autre";;;
"http://www.eldr.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.election-politique.com";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://www.election-politique.com";"Avant scrutin et après scrutin";"non disponible";"Annuaires, observatoires et analyses";"européennes";"national";;;;
"http://www.elections2004.eu.int/ep-election/sites/fr/index.html";"Avant scrutin et après scrutin";"non disponible";"Sites officiels et institutionnels";"européennes";"national";;;;
"http://www.elections-europeennes.org";"Hebdomadaire";"non disponible";"Annuaires, observatoires et analyses";"européennes";"national";;;;
"http://www.electionseuropeennes2004.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"FN";;;
"http://www.elections-regionales.com";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://www.elisabeth-morin.com/accueil.asp";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Poitou Charentes";"Union Droite";;;
"http://www.elsass-frei.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"Parti régionaux";;;
"http://www.elsassland.com";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.eludefrance.net";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://www.elunet.org";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"national";"Autre";;;
"http://www.elunet.org";"Avant scrutin et après scrutin";"non disponible";"Sites officiels et institutionnels";"européennes";"national";"Autre";;;
"http://www.eluscrcidf.org";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PCF";;;
"http://www.eluscrcidf.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PCF";;;
"http://www.energiesdemocrates.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"Autre";;;
"http://www.energiesdemocrates.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://www.energies-democrates-atlantique.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Pays de la Loire";"Parti régionaux";"Delaune Jean-Yves";;
"http://www.eppe.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.esj-lille.fr/atelier/magan2/lilledeu/pol/avispol.htm";"Hebdomadaire";"non disponible";;"régionales";"Nord Pas de Calais";;;;
"http://www.espace.asso.fr/actu/revue.htm";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"PACA";;;;
"http://www.essonne.pcf.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PCF";;;
"http://www.essonne.pcf.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PCF";;;
"http://www.est.europesocialiste.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"PS";"Moscovici Pierre";;
"http://www.etienne-champagne-ardenne2004.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Champagne-Ardenne";"Union Droite";"Etienne Jean-Claude";;
"http://www.etuc.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.eurogreens.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.eurolibe.com";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.euro-palestine.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"Autre";;;
"http://www.europarl.eu.int/uen";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.europe.gouv.fr";"Avant scrutin et après scrutin";"non disponible";"Sites officiels et institutionnels";"européennes";"national";;;;
"http://www.europe2020.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.europe-des-nations.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"Parti Souverainiste";"Pasqua Charles";;
"http://www.europeennes2004.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"FN";;;
"http://www.europe-fraternelle.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"PRG";"Taubira Christiane";;
"http://www.europelibre.com";"Une seule fois";"non disponible";;"régionales";"national";"Autre";;;
"http://www.europelibre.com";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";"Autre";;;
"http://www.europe-now.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.europesociale.com";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.europesocialiste.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"PS";;;
"http://www.eurosocialists.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.euskoalkartasuna.org";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"Aquitaine";"Parti régionaux";;;
"http://www.euskoalkartasuna.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Aquitaine";"Parti régionaux";;;
"http://www.euskoalkartasuna.org/index_Fran.html";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"Aquitaine";"Parti régionaux";;;
"http://www.euskoalkartasuna.org/index_Fran.html";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Aquitaine";"Parti régionaux";;;
"http://www.eventail.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"PRG";"Taubira Christiane";;
"http://www.fede30.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Languedoc-Roussillon";"PS";;;
"http://www.fede30.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Languedoc-Roussillon";"PS";;;
"http://www.fenetreeurope.com";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.fetia-api.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"DOM-TOM";"Parti régionaux";;;
"http://www.fetia-api.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"DOM-TOM";"Parti régionaux";;;
"http://www.ffmc75.org/article.php3?id_article=125";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.fhollande.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"national";"PS";;;
"http://www.fhollande.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"PS";"Hollande François";;
"http://www.fil-info-france.com/actualites-monde/bruno-megret-election-2004.htm";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";"MNR";;;
"http://www.fil-info-france.com/actualites-monde/bruno-megret-election-2004.htm";"Avant scrutin et après scrutin";"non disponible";"Annuaires, observatoires et analyses";"européennes";"national";"MNR";;;
"http://www.fillon2004.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Pays de la Loire";"UMP";"Fillon François";;
"http://www.finistereagauche.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Bretagne";"PS";;;
"http://www.fkanet.com/ps74";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PS";;;
"http://www.fkanet.com/ps74";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PS";;;
"http://www.flautre2004.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";"Flautre Hélène";;
"http://www.flna.net";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"Alsace";"Parti régionaux";;;
"http://www.flna.net";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Alsace";"Parti régionaux";;;
"http://www.fluppy.com/editorial/annuaires/assoc/mhan/";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"PACA";"Autre";;;
"http://www.fluppy.com/editorial/annuaires/assoc/mhan/";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des candidats en campagne";"régionales";"PACA";"Autre";;;
"http://www.fmp-regionales.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"DOM-TOM";"Parti régionaux";;;
"http://www.fn92.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"FN";;;
"http://www.fn92.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"FN";;;
"http://www.fnj.info";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"FN";;;
"http://www.fnj.info";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"FN";;;
"http://www.fnj42.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Rhône-Alpes";"FN";;;
"http://www.fnj42.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Rhône-Alpes";"FN";;;
"http://www.fnloire.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"FN";;;
"http://www.fnloire.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"FN";;;
"http://www.fnparis.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"FN";;;
"http://www.fnparis.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"FN";;;
"http://www.fondation-copernic.org";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.fondation-copernic.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.forni2004.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Franche-Comté";"Union Gauche";"Forni Raymond";;
"http://www.forumgc.org";"Hebdomadaire";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.forumgc.org";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.forum-social-tarnais.org/article.php3?id_article=402";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"Midi-Pyrénées";"Autre";;;
"http://www.forum-ump.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"national";"UMP";;;
"http://www.fraap.org/rubrique.php3?id_rubrique=5";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";"Autre";;;
"http://www.francaisdabord.info";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";"FN";;;
"http://www.francaisdabord.info";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";"FN";;;
"http://www.france.attac.org";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.france.attac.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.france.qrd.org";"Une seule fois";"non disponible";;"régionales";"national";;;;
"http://www.france.qrd.org";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.france.qrd.org/actualites/article.php3?id_article=655";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"FN";;;
"http://www.france.qrd.org/actualites/article.php3?id_article=683";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Île-de-France";"PS";;;
"http://www.france-diversite.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"Autre";;;
"http://www.france-echos.com";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";"FN";;;
"http://www.france-echos.com";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";"FN";;;
"http://www.france-expatries.com/actualites/detail.asp?NewsID=2834&nomCat=Politique";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.france-moderne.asso.fr";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"UMP";;;
"http://www.france-moderne.asso.fr";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";"UMP";;;
"http://www.franceradicale.org";"Une seule fois";"non disponible";"Sites des formations politiques";"régionales";"national";"Autre";;;
"http://www.franceradicale.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://www.france-referendum.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";;"Abitbol William";;
"http://www.franchecomte2004.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Franche-Comté";"FN";;;
"http://www.francoisedeveyrinas.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"UMP";"Veyrinas Françoise de";;
"http://www.francoise-grossetete.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"UMP";"Grossetete Françoise";;
"http://www.fred-vergez.info";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des candidats en campagne";"régionales";"Rhône-Alpes";"MRC";;;
"http://www.frontnational.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"FN";;;
"http://www.frontnational.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"FN";;;
"http://www.frs-online.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"national";"Autre";"Boutin Christine";;
"http://www.frs-online.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"Autre";"Boutin Christine";;
"http://www.galeon.com/unitatcatalana";"Avant scrutin et après scrutin";"non disponible";;"européennes";"Sud-Est (Corse, Provence-Alpes-Côte-d'Azur, Rhône-Alpes)";"Parti régionaux";;;
"http://www.garrec-basse-normandie.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Basse-Normandie";"UMP";"Garrec René";;
"http://www.gauche-en-europe.org";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"national";"PS";;;
"http://www.gauche-en-europe.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"national";"PS";;;
"http://www.gauchepopulairecitoyenne.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";"Union Gauche";"Buffet Marie-George";;
"http://www.gauches.net";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";;;;
"http://www.gauches.net";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.gaynormandie.com";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Basse-Normandie";;;;
"http://www.generationcorse.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Corse";"Autre";;;
"http://www.generation-ecologie.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"Les Verts";;;
"http://www.generation-ecologie.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Les Verts";;;
"http://www.generationslepen.com";"Hebdomadaire";"non disponible";;"régionales";"national";"FN";;;
"http://www.generationslepen.com";"Hebdomadaire";"non disponible";;"européennes";"national";"FN";"Le Pen Jean-Marie";;
"http://www.generationvote.net";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";;;;
"http://www.generationvote.net";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.geocities.com/adsavbreizh";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"Parti régionaux";;;
"http://www.geocities.com/adsavbreizh";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"Parti régionaux";;;
"http://www.geocities.com/europalestine";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"Autre";;;
"http://www.geocities.com/fedeps49";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Pays de la Loire";"PS";;;
"http://www.geocities.com/fedeps49";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Pays de la Loire";"PS";;;
"http://www.georges-garot.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"PS";"Garot Georges";;
"http://www.gerardgrignon.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"DOM-TOM";"Parti régionaux";;;
"http://www.gerardgrignon.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"DOM-TOM";"Parti régionaux";;;
"http://www.gicgra.org/actualites/home.php";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Auvergne";;;;
"http://www.gilmedeflyon.com/staging/site/page.php?pag_id=7359";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"Rhône-Alpes";;;;
"http://www.godfrain2004.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Midi-Pyrénées";"UMP";;;
"http://www.gollnisch.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";"FN";;;
"http://www.gollnisch.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"FN";"Gollnisch Bruno";;
"http://www.gourlot.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Lorraine";"FN";;;
"http://www.grandouest2004.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"FN";"Maréchal Samuel";;
"http://www.greens-efa.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://www.gregoireleblond.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Bretagne";"UMP";;;
"http://www.groupe-crc.org";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"national";"PCF";;;
"http://www.groupe-crc.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"national";"PCF";;;
"http://www.groupe-ump-senat.org";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites officiels et institutionnels";"régionales";"national";"UMP";;;
"http://www.gwadaoka.org";"Une seule fois";"non disponible";"Sites des formations politiques";"régionales";"DOM-TOM";"Parti régionaux";;;
"http://www.happy.utile.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://www.harlemdesir.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"PS";"Désir Harlem";;
"http://www.haute-savoie.pref.gouv.fr/citoyennete/index.htm";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"Rhône-Alpes";;;;
"http://www.hautes-pyrenees.pref.gouv.fr/info.asp?in=2056";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"Midi-Pyrénées";;;;
"http://www.hautetfort.com/juppepourlafrance";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"UMP";;;
"http://www.hautetfort.com/politiqueonline";"Hebdomadaire";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.hautetfort.com/politiqueonline";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.hautetfort.com/politiqueonline";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.hautetfort.com/regionalescentre";"Hebdomadaire";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Centre";"UMP";;;
"http://www.hautetfort.com/regionalescentre";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Centre";"UMP";;;
"http://www.hautetfort.com/ump";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"UMP";;;
"http://www.hautetfort.com/ump";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";"UMP";;;
"http://www.hebdoaveyron.com";"Une seule fois";"non disponible";;"régionales";"Midi-Pyrénées";;;;
"http://www.hemisphair.net";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.herritarren-zerrenda.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"Parti régionaux";;;
"http://www.herve-morin.net";"Une seule fois";"non disponible";;"régionales";"Basse-Normandie";"UDF";;;
"http://www.homme-politique.com";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://www.homme-politique.com";"Avant scrutin et après scrutin";"non disponible";"Annuaires, observatoires et analyses";"européennes";"national";;;;
"http://www.homotextuel.com/mot.php3?id_mot=74";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";;;;
"http://www.horizons-politiques.com";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";;;;
"http://www.horizons-politiques.com";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.huchon2004.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";"Union Gauche";;;
"http://www.huguesmartin.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"UMP";"Martin Hugues";;
"http://www.idf.europesocialiste.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"PS";"Désir Harlem";;
"http://www.ifrance.com/2002-ducdeguise";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Souverainiste";;;
"http://www.iledefrance.fr";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"Île-de-France";;;;
"http://www.indipindenza.com";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"Corse";"Parti régionaux";;;
"http://www.indipindenza.com";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Corse";"Parti régionaux";;;
"http://www.infocivic.com";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Auvergne";;;;
"http://www.info-europe.fr";"Avant scrutin et après scrutin";"non disponible";"Sites officiels et institutionnels";"européennes";"national";;;;
"http://www.info-europe.fr/europe.web/document.dir/fich.dir/qr001040.htm";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.informations-ouvrieres.presse.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"DVG";"Reitzman Dominique";;
"http://www.infos-dieppoises.fr/Archives2003/PrepaElections2004.htm";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"Haute-Normandie";;;;
"http://www.initiativerepublicaine.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"DVG";;;
"http://www.interieur.gouv.fr/rubriques/b/b3_elections/b31_actualites/dossier_presse_2004/Dossier_elections_2004v2.pdf";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"national";;;;
"http://www.interieur.gouv.fr/rubriques/b/b3_elections/b35_candidatures/index_html/guide_regionalesbis.pdf";"Une seule fois";"non disponible";"Sites officiels et institutionnels";"régionales";"national";;;;
"http://www.inter-lgbt.org";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.inter-lgbt.org/article.php3?id_article=268";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.ipsos.fr/CanalIpsos/articles/1286.asp";"Hebdomadaire";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://www.ipsos.fr/CanalIpsos/cnl_Content_lst.asp?rubId=19";"Hebdomadaire";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://www.ipsos.fr/CanalIpsos/cnl_Content_lst.asp?rubId=19";"Hebdomadaire";"non disponible";"Annuaires, observatoires et analyses";"européennes";"national";;;;
"http://www.ipsos.fr/CanalIpsos/poll/7845.asp";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
