NAME	PREFIXES AS URL	STATUS
Slate.fr	http://slate.fr http://www.slate.fr https://slate.fr https://www.slate.fr	UNDECIDED
Social-Sante.gouv.fr	http://social-sante.gouv.fr http://www.social-sante.gouv.fr https://social-sante.gouv.fr https://www.social-sante.gouv.fr	UNDECIDED
Sorbonne-Universite.fr	http://sorbonne-universite.fr http://www.sorbonne-universite.fr https://sorbonne-universite.fr https://www.sorbonne-universite.fr	UNDECIDED
Soundcloud.com	http://soundcloud.com http://www.soundcloud.com https://soundcloud.com https://www.soundcloud.com	OUT
Spip.net	http://spip.net http://www.spip.net https://spip.net https://www.spip.net	OUT
Sports.gouv.fr	http://sports.gouv.fr http://www.sports.gouv.fr https://sports.gouv.fr https://www.sports.gouv.fr	UNDECIDED
Springer.com	http://springer.com http://www.springer.com https://springer.com https://www.springer.com	UNDECIDED
Srlf.org	http://srlf.org http://www.srlf.org https://srlf.org https://www.srlf.org	UNDECIDED
Stop-Harcelement-Sexuel.gouv.fr	http://stop-harcelement-sexuel.gouv.fr http://www.stop-harcelement-sexuel.gouv.fr https://stop-harcelement-sexuel.gouv.fr https://www.stop-harcelement-sexuel.gouv.fr	UNDECIDED
support.Apple.com	http://support.apple.com http://www.support.apple.com https://support.apple.com https://www.support.apple.com	OUT
support.Mozilla.org	http://support.mozilla.org http://www.support.mozilla.org https://support.mozilla.org https://www.support.mozilla.org	OUT
support.Twitter.com /articles	http://support.twitter.com/articles http://www.support.twitter.com/articles https://support.twitter.com/articles https://www.support.twitter.com/articles	OUT
Surveymonkey.com	http://surveymonkey.com http://www.surveymonkey.com https://surveymonkey.com https://www.surveymonkey.com	OUT
T.co	http://t.co http://www.t.co https://t.co https://www.t.co	OUT
Tandfonline.com	http://tandfonline.com http://www.tandfonline.com https://tandfonline.com https://www.tandfonline.com	UNDECIDED
Territoire-De-Belfort.gouv.fr	http://territoire-de-belfort.gouv.fr http://www.territoire-de-belfort.gouv.fr https://territoire-de-belfort.gouv.fr https://www.territoire-de-belfort.gouv.fr	UNDECIDED
Theconversation.com	http://theconversation.com http://www.theconversation.com https://theconversation.com https://www.theconversation.com	UNDECIDED
Thelancet.com	http://thelancet.com http://www.thelancet.com https://thelancet.com https://www.thelancet.com	UNDECIDED
Tipeee.com	http://tipeee.com http://www.tipeee.com https://tipeee.com https://www.tipeee.com	OUT
Toutsurlenvironnement.fr	http://toutsurlenvironnement.fr http://www.toutsurlenvironnement.fr https://toutsurlenvironnement.fr https://www.toutsurlenvironnement.fr	UNDECIDED
Twitch.tv	http://twitch.tv http://www.twitch.tv https://twitch.tv https://www.twitch.tv	OUT
Twitter.com	http://twitter.com http://www.twitter.com https://twitter.com https://www.twitter.com	OUT
Twitter.com /CNRS	http://twitter.com/CNRS http://www.twitter.com/CNRS https://twitter.com/CNRS https://www.twitter.com/CNRS	UNDECIDED
Twitter.com /EmmanuelMacron	http://twitter.com/EmmanuelMacron http://www.twitter.com/EmmanuelMacron https://twitter.com/EmmanuelMacron https://www.twitter.com/EmmanuelMacron	UNDECIDED
Twitter.com /hashtag	http://twitter.com/hashtag http://www.twitter.com/hashtag https://twitter.com/hashtag https://www.twitter.com/hashtag	OUT
Twitter.com /i	http://twitter.com/i http://www.twitter.com/i https://twitter.com/i https://www.twitter.com/i	OUT
Twitter.com /institutpasteur	http://twitter.com/institutpasteur http://www.twitter.com/institutpasteur https://twitter.com/institutpasteur https://www.twitter.com/institutpasteur	UNDECIDED
Twitter.com /intent	http://twitter.com/intent http://www.twitter.com/intent https://twitter.com/intent https://www.twitter.com/intent	OUT
Twitter.com /MinSoliSante	http://twitter.com/MinSoliSante http://www.twitter.com/MinSoliSante https://twitter.com/MinSoliSante https://www.twitter.com/MinSoliSante	UNDECIDED
Twitter.com /SciTania	http://twitter.com/SciTania http://www.twitter.com/SciTania https://twitter.com/SciTania https://www.twitter.com/SciTania	UNDECIDED
Twitter.com /search	http://twitter.com/search http://www.twitter.com/search https://twitter.com/search https://www.twitter.com/search	OUT
Twitter.com /share	http://twitter.com/share http://www.twitter.com/share https://twitter.com/share https://www.twitter.com/share	OUT
Twitter.com /T_Fiolet	http://twitter.com/T_Fiolet http://www.twitter.com/T_Fiolet https://twitter.com/T_Fiolet https://www.twitter.com/T_Fiolet	UNDECIDED
Twitter.github.io	http://twitter.github.io http://www.twitter.github.io https://twitter.github.io https://www.twitter.github.io	OUT
Un.org	http://un.org http://www.un.org https://un.org https://www.un.org	UNDECIDED
Unesco.org	http://unesco.org http://www.unesco.org https://unesco.org https://www.unesco.org	UNDECIDED
Unicaen.fr	http://unicaen.fr http://www.unicaen.fr https://unicaen.fr https://www.unicaen.fr	UNDECIDED
Univ-Amu.fr	http://univ-amu.fr http://www.univ-amu.fr https://univ-amu.fr https://www.univ-amu.fr	UNDECIDED
Univ-Lyon1.fr	http://univ-lyon1.fr http://www.univ-lyon1.fr https://univ-lyon1.fr https://www.univ-lyon1.fr	UNDECIDED
Univ-Lyon2.fr	http://univ-lyon2.fr http://www.univ-lyon2.fr https://univ-lyon2.fr https://www.univ-lyon2.fr	UNDECIDED
Univ-Lyon3.fr	http://univ-lyon3.fr http://www.univ-lyon3.fr https://univ-lyon3.fr https://www.univ-lyon3.fr	UNDECIDED
Univ-Poitiers.fr	http://univ-poitiers.fr http://www.univ-poitiers.fr https://univ-poitiers.fr https://www.univ-poitiers.fr	UNDECIDED
Univ-Tlse3.fr	http://univ-tlse3.fr http://www.univ-tlse3.fr https://univ-tlse3.fr https://www.univ-tlse3.fr	UNDECIDED
Upmc.fr	http://upmc.fr http://www.upmc.fr https://upmc.fr https://www.upmc.fr	OUT
Urssaf.fr	http://urssaf.fr http://www.urssaf.fr https://urssaf.fr https://www.urssaf.fr	UNDECIDED
Utip.io	http://utip.io http://www.utip.io https://utip.io https://www.utip.io	OUT
Vaccination-Info-Service.fr	http://vaccination-info-service.fr http://www.vaccination-info-service.fr https://vaccination-info-service.fr https://www.vaccination-info-service.fr	UNDECIDED
Vae.gouv.fr	http://vae.gouv.fr http://www.vae.gouv.fr https://vae.gouv.fr https://www.vae.gouv.fr	UNDECIDED
Vie-Publique.fr	http://vie-publique.fr http://www.vie-publique.fr https://vie-publique.fr https://www.vie-publique.fr	UNDECIDED
Vimeo.com	http://vimeo.com http://www.vimeo.com https://vimeo.com https://www.vimeo.com	OUT
Vox.com	http://vox.com http://www.vox.com https://vox.com https://www.vox.com	UNDECIDED
Washingtonpost.com	http://washingtonpost.com http://www.washingtonpost.com https://washingtonpost.com https://www.washingtonpost.com	UNDECIDED
Wellcome.ac.uk	http://wellcome.ac.uk http://www.wellcome.ac.uk https://wellcome.ac.uk https://www.wellcome.ac.uk	OUT
Who.int	http://who.int http://www.who.int https://who.int https://www.who.int	UNDECIDED
Wikimedia.org	http://wikimedia.org http://www.wikimedia.org https://wikimedia.org https://www.wikimedia.org	OUT
Wikipedia.org	http://wikipedia.org http://www.wikipedia.org https://wikipedia.org https://www.wikipedia.org	OUT
Wiley.com	http://wiley.com http://www.wiley.com https://wiley.com https://www.wiley.com	UNDECIDED
windows.Microsoft.com	http://windows.microsoft.com http://www.windows.microsoft.com https://windows.microsoft.com https://www.windows.microsoft.com	OUT
Wixsite.com	http://wixsite.com http://www.wixsite.com https://wixsite.com https://www.wixsite.com	OUT
Wordpress.org	http://wordpress.org http://www.wordpress.org https://wordpress.org https://www.wordpress.org	OUT
www2.Cnrs.fr	http://www.www2.cnrs.fr http://www2.cnrs.fr https://www.www2.cnrs.fr https://www2.cnrs.fr	OUT
Yonne.gouv.fr	http://www.yonne.gouv.fr http://yonne.gouv.fr https://www.yonne.gouv.fr https://yonne.gouv.fr	UNDECIDED
Youtu.be	http://www.youtu.be http://youtu.be https://www.youtu.be https://youtu.be	OUT
Youtube.com	http://www.youtube.com http://youtube.com https://www.youtube.com https://youtube.com	OUT
Zenodo.org	http://www.zenodo.org http://zenodo.org https://www.zenodo.org https://zenodo.org	UNDECIDED
Zoom.us	http://www.zoom.us http://zoom.us https://www.zoom.us https://zoom.us	OUT
